26/02/2020,50.10,PLX,50.70,50.70,50.10,290260.00
25/02/2020,50.80,PLX,50.40,51.00,50.10,282590.00
24/02/2020,50.60,PLX,51.50,52.00,50.30,441450.00
21/02/2020,52.80,PLX,53.40,53.40,52.80,288010.00
20/02/2020,53.20,PLX,53.30,53.50,53.10,292760.00
19/02/2020,52.90,PLX,52.90,53.30,52.80,337410.00
18/02/2020,52.80,PLX,53.00,53.00,52.60,254370.00
17/02/2020,53.10,PLX,53.30,53.40,52.70,371440.00
14/02/2020,53.30,PLX,53.30,53.70,53.20,612290.00
13/02/2020,53.30,PLX,52.80,53.80,52.80,506100.00
12/02/2020,52.90,PLX,52.80,53.10,52.80,637550.00
11/02/2020,52.80,PLX,51.60,52.80,51.50,427820.00
10/02/2020,51.60,PLX,51.30,51.80,50.70,357180.00
07/02/2020,51.80,PLX,52.30,52.50,51.70,345610.00
06/02/2020,52.00,PLX,51.50,52.30,51.20,547380.00
05/02/2020,51.50,PLX,50.80,52.00,50.80,186410.00
04/02/2020,50.70,PLX,51.80,52.00,50.00,578180.00
03/02/2020,51.00,PLX,49.55,51.40,49.30,594560.00
31/01/2020,53.00,PLX,55.70,55.70,53.00,672920.00
30/01/2020,55.40,PLX,56.00,56.80,55.40,314560.00
22/01/2020,57.30,PLX,56.90,57.70,56.90,392620.00
21/01/2020,56.90,PLX,56.40,57.00,56.30,605240.00
20/01/2020,56.00,PLX,56.20,56.40,55.70,265570.00
17/01/2020,56.20,PLX,56.00,56.80,56.00,128190.00
16/01/2020,55.70,PLX,55.50,56.10,55.20,176180.00
15/01/2020,55.40,PLX,55.50,55.50,54.70,176290.00
14/01/2020,55.50,PLX,55.80,55.80,55.20,94530.00
13/01/2020,55.90,PLX,55.70,56.20,55.60,166780.00
10/01/2020,55.70,PLX,56.20,56.50,55.70,135340.00
09/01/2020,56.20,PLX,55.70,56.30,55.70,128140.00
08/01/2020,55.70,PLX,57.00,57.00,55.60,237220.00
07/01/2020,56.50,PLX,57.50,57.50,56.40,290780.00
06/01/2020,57.30,PLX,58.00,58.00,57.10,497990.00
03/01/2020,57.10,PLX,56.60,58.10,56.60,586600.00
02/01/2020,56.50,PLX,56.10,57.10,55.40,380760.00
31/12/2019,56.00,PLX,56.40,56.40,55.50,75980.00
